studentId,name,subject,marks
2023069,Ahmed Eid,English,86
2023070,Mona Mohamed,English,100
2023071,Khaled Eid,English,71
2023072,Khaled Ali,English,90
2023073,Ahmed Hassan,English,54
2023074,Ali Gamal,English,65
2023075,Omar Ibrahim,English,52
2023076,Nour Khaled,English,83
2023077,Omar Ibrahim,English,84
2023078,Ali Hassan,English,57
2023079,Ahmed Nasser,English,65
2023080,Khaled Salem,English,83
2023081,Sara Ibrahim,English,91
2023082,Nour Hassan,English,76
2023083,Khaled Khaled,English,66
2023084,Yara Hassan,English,81
2023085,Nour Ibrahim,English,93
2023086,Ali Fathy,English,70
2023087,Yara Ibrahim,English,100
2023088,Hassan Fathy,English,81
2023089,Yara Fathy,English,95
2023090,Sara Khaled,English,68
2023091,Ahmed Fathy,English,71
2023092,Ahmed Eid,English,95
2023093,Mona Eid,English,86
2023094,Ali Salem,English,85
2023095,Fatma Ali,English,73
2023096,Omar Khaled,English,61
2023097,Ali Salem,English,72
2023098,Ali Mohamed,English,75
2023099,Yara Khaled,English,81
2023100,Ahmed Ibrahim,English,86
2023101,,English,-10
2023102,Yara Hassan,English,88
2023103,Nour Mohamed,English,79
2023104,Hassan Salem,English,63
2023105,Sara Khaled,English,93
2023106,Omar Eid,English,96
2023107,Sara Eid,English,86
2023108,Omar Mohamed,English,77
2023109,Mona Khaled,English,77
2023110,Ali Khaled,English,77
2023111,Hassan Khaled,English,77
2023112,Khaled Nasser,English,76
2023113,Hassan Mohamed,English,84
2023114,Ahmed Ibrahim,English,74
2023115,Nour Ibrahim,English,80
2023116,Nour Gamal,English,77
2023117,Mona Fathy,English,84
2023118,Mona Mohamed,English,100
2023119,Hassan Fathy,English,100
2023120,Nour Nasser,English,63
2023121,Ali Mohamed,English,88
2023122,Hassan Hassan,English,68
2023123,Ali Gamal,English,78
2023124,Ahmed Fathy,English,86
2023125,Khaled Hassan,English,59
2023126,Yara Gamal,English,70
2023127,Nour Nasser,English,80
2023128,Mona Nasser,English,81
2023129,Fatma Ibrahim,English,65
2023130,Yara Khaled,English,68
2023131,Ahmed Ali,English,79
2023132,Omar Eid,English,72
2023133,Sara Fathy,English,100
2023134,Ahmed Fathy,English,78
2023135,Nour Ibrahim,English,93
2023136,Sara Nasser,English,78
2023137,Yara Khaled,English,94
2023138,Yara Nasser,English,75
2023139,Sara Ibrahim,English,90
2023140,Ali Hassan,English,96
2023141,Sara Nasser,English,74
2023142,Omar Nasser,English,100
2023143,Ali Khaled,English,91
2023144,Nour Fathy,English,77
2023145,Yara Gamal,English,68
2023146,Khaled Ali,English,100
2023147,Mona Gamal,English,46
2023148,Ahmed Eid,English,88
2023149,Hassan Nasser,English,94
2023150,Fatma Eid,English,83
2023151,,English,110
2023152,Ali Gamal,English,39
2023153,Omar Mohamed,English,78
2023154,Hassan Nasser,English,61
2023155,Fatma Ibrahim,English,83
2023156,Ahmed Ali,English,64
2023157,Ahmed Khaled,English,86
2023158,Fatma Ibrahim,English,87
2023159,Hassan Salem,English,57
2023160,Hassan Eid,English,100
2023161,Sara Ali,English,88
2023162,Yara Ali,English,82
2023163,Nour Ibrahim,English,85
2023164,Khaled Gamal,English,94
2023165,Sara Gamal,English,65
2023166,Sara Gamal,English,100
2023167,Ali Ali,English,70
2023168,Yara Salem,English,78
2023169,Omar Eid,English,46
2023170,Hassan Gamal,English,93
2023171,Omar Ibrahim,English,42
2023172,Sara Fathy,English,69
2023173,Yara Salem,English,81
2023174,Omar Ibrahim,English,92
2023175,Hassan Mohamed,English,85
2023176,Omar Nasser,English,53
2023177,Mona Khaled,English,98
2023178,Yara Ibrahim,English,77
2023179,Ahmed Khaled,English,66
2023180,Mona Ali,English,66
2023181,Ali Hassan,English,91
2023182,Mona Gamal,English,59
2023183,Fatma Mohamed,English,81
2023184,Khaled Fathy,English,71
2023185,Hassan Gamal,English,49
2023186,Sara Khaled,English,70
2023187,Yara Eid,English,88
2023188,Mona Eid,English,76
2023189,Hassan Ibrahim,English,94
2023190,Hassan Mohamed,English,59
2023191,Khaled Nasser,English,83
2023192,Nour Fathy,English,84
2023193,Nour Ibrahim,English,81
2023194,Sara Hassan,English,67
2023195,Yara Mohamed,English,100
2023196,Ali Nasser,English,64
2023197,Nour Fathy,English,83
2023198,Khaled Ali,English,68
2023199,Ahmed Ali,English,80
2023200,Nour Fathy,English,66
2023201,,English,-10
2023202,Nour Ibrahim,English,75
2023203,Nour Fathy,English,96
2023204,Sara Ibrahim,English,74
2023205,Omar Mohamed,English,68
2023206,Hassan Ibrahim,English,84
2023207,Fatma Eid,English,68
2023208,Yara Fathy,English,83
2023209,Omar Eid,English,99
2023210,Sara Fathy,English,78
2023211,Fatma Khaled,English,86
2023212,Hassan Ali,English,85
2023213,Ali Ali,English,79
2023214,Fatma Khaled,English,88
2023215,Ali Nasser,English,94
2023216,Mona Fathy,English,72
2023217,Ahmed Mohamed,English,83
2023218,Hassan Gamal,English,77
2023219,Sara Gamal,English,85
2023220,Nour Mohamed,English,81
2023221,Omar Salem,English,93
2023222,Nour Khaled,English,82
2023223,Ali Eid,English,77
2023224,Khaled Fathy,English,61
2023225,Khaled Gamal,English,73
2023226,Sara Eid,English,67
2023227,Sara Fathy,English,96
2023228,Ahmed Ali,English,100
2023229,Fatma Hassan,English,70
2023230,Fatma Salem,English,79
2023231,Yara Khaled,English,82
2023232,Ali Ali,English,76
2023233,Omar Gamal,English,63
2023234,Sara Eid,English,61
2023235,Omar Nasser,English,60
2023236,Omar Ali,English,92
2023237,Ahmed Mohamed,English,87
2023238,Mona Hassan,English,91
2023239,Yara Khaled,English,74
2023240,Nour Khaled,English,79
2023241,Hassan Fathy,English,100
2023242,Ali Fathy,English,61
2023243,Ali Gamal,English,81
2023244,Omar Ali,English,92
2023245,Yara Hassan,English,74
2023246,Ali Ibrahim,English,73
2023247,Ali Nasser,English,68
2023248,Hassan Ibrahim,English,74
2023249,Ahmed Gamal,English,88
2023250,Omar Mohamed,English,82
2023251,,English,97
2023252,Ali Hassan,English,89
2023253,Mona Mohamed,English,91
2023254,Sara Khaled,English,79
2023255,Ahmed Ibrahim,English,67
2023256,Omar Khaled,English,81
2023257,Nour Eid,English,78
2023258,Sara Mohamed,English,69
2023259,Mona Mohamed,English,76
2023260,Sara Gamal,English,81
2023261,Omar Khaled,English,81
2023262,Fatma Gamal,English,79
2023263,Fatma Gamal,English,72
2023264,Omar Fathy,English,100
2023265,Khaled Fathy,English,86
2023266,Khaled Hassan,English,92
2023267,Omar Khaled,English,78
2023268,Fatma Salem,English,71
2023269,Fatma Khaled,English,98
2023270,Ahmed Nasser,English,58
2023271,Khaled Ali,English,67
2023272,Mona Hassan,English,74
2023273,Fatma Ibrahim,English,81
2023274,Ali Nasser,English,94
2023275,Ali Eid,English,70
2023276,Yara Ibrahim,English,93
2023277,Sara Ali,English,100
2023278,Yara Gamal,English,68
2023279,Mona Ali,English,87
2023280,Khaled Gamal,English,85
2023281,Ali Nasser,English,87
2023282,Ali Ibrahim,English,100
2023283,Sara Hassan,English,82
2023284,Nour Salem,English,60
2023285,Nour Fathy,English,93
2023286,Sara Eid,English,94
2023287,Ali Khaled,English,82
2023288,Hassan Khaled,English,69
2023289,Mona Mohamed,English,100
2023290,Yara Khaled,English,87
2023291,Ali Mohamed,English,76
2023292,Sara Ibrahim,English,85
2023293,Omar Nasser,English,90
2023294,Ali Nasser,English,81
2023295,Sara Salem,English,96
2023296,Fatma Hassan,English,89
2023297,Hassan Ali,English,94
2023298,Mona Hassan,English,57
2023299,Sara Hassan,English,91
2023300,Nour Salem,English,51
2023301,,English,110
2023302,Khaled Fathy,English,91
2023303,Hassan Gamal,English,59
2023304,Hassan Mohamed,English,65
2023305,Hassan Ibrahim,English,83
2023306,Omar Ibrahim,English,72
2023307,Mona Fathy,English,76
2023308,Hassan Nasser,English,86
2023309,Ahmed Gamal,English,68
2023310,Omar Khaled,English,88
2023311,Mona Hassan,English,81
2023312,Sara Nasser,English,74
2023313,Khaled Hassan,English,100
2023314,Yara Gamal,English,68
2023315,Yara Nasser,English,100
2023316,Yara Salem,English,64
2023317,Khaled Khaled,English,77
2023318,Yara Salem,English,100
2023319,Sara Gamal,English,75
2023320,Nour Mohamed,English,57
2023321,Hassan Ibrahim,English,57
2023322,Ahmed Salem,English,70
2023323,Ali Khaled,English,80
2023324,Sara Hassan,English,88
2023325,Ahmed Ibrahim,English,88
2023326,Fatma Ali,English,80
2023327,Sara Mohamed,English,76
2023328,Hassan Ali,English,73
2023329,Fatma Mohamed,English,64
2023330,Mona Mohamed,English,99
2023331,Mona Ibrahim,English,91
2023332,Sara Mohamed,English,76
2023333,Mona Salem,English,71
2023334,Nour Salem,English,97
2023335,Ahmed Khaled,English,100
2023336,Omar Ali,English,65
2023337,Sara Nasser,English,86
2023338,Ahmed Ali,English,74
2023339,Khaled Eid,English,100
2023340,Omar Ali,English,71
2023341,Ahmed Ibrahim,English,66
2023342,Fatma Fathy,English,95
2023343,Omar Khaled,English,100
2023344,Mona Hassan,English,85
2023345,Ali Hassan,English,73
2023346,Ahmed Gamal,English,71
2023347,Ahmed Ali,English,56
2023348,Khaled Eid,English,86
2023349,Yara Ali,English,100
2023350,Ali Gamal,English,99
2023351,,English,83
2023352,Mona Ali,English,92
2023353,Khaled Fathy,English,100
2023354,Yara Ali,English,76
2023355,Ahmed Khaled,English,100
2023356,Omar Hassan,English,74
2023357,Nour Gamal,English,68
2023358,Ahmed Hassan,English,78
2023359,Fatma Eid,English,94
2023360,Mona Mohamed,English,68
2023361,Yara Fathy,English,66
2023362,Ahmed Mohamed,English,83
2023363,Sara Salem,English,45
2023364,Nour Gamal,English,63
2023365,Ali Eid,English,87
2023366,Ahmed Eid,English,84
2023367,Yara Ibrahim,English,82
2023368,Mona Mohamed,English,69
2023369,Sara Ali,English,90
2023370,Mona Eid,English,70
2023371,Omar Eid,English,81
2023372,Mona Ali,English,62
2023373,Omar Ali,English,100
2023374,Sara Khaled,English,72
2023375,Ahmed Fathy,English,87
2023376,Nour Ali,English,53
2023377,Ahmed Gamal,English,58
2023378,Fatma Khaled,English,81
2023379,Khaled Fathy,English,80
2023380,Ali Khaled,English,92
2023381,Ahmed Fathy,English,82
2023382,Hassan Mohamed,English,87
2023383,Hassan Khaled,English,55
2023384,Hassan Khaled,English,87
2023385,Omar Gamal,English,77
2023386,Nour Nasser,English,96
2023387,Ahmed Ali,English,74
2023388,Omar Eid,English,100
2023389,Sara Mohamed,English,72
2023390,Ahmed Mohamed,English,77
2023391,Hassan Khaled,English,92
2023392,Omar Fathy,English,70
2023393,Yara Mohamed,English,49
2023394,Hassan Khaled,English,88
2023395,Sara Ali,English,88
2023396,Ahmed Ibrahim,English,60
2023397,Yara Ali,English,75
2023398,Sara Khaled,English,85
2023399,Omar Gamal,English,80
2023400,Fatma Ibrahim,English,51
2023401,,English,-10
2023402,Sara Eid,English,95
2023403,Sara Ali,English,90
2023404,Fatma Salem,English,63
2023405,Mona Khaled,English,52
2023406,Sara Khaled,English,90
2023407,Mona Fathy,English,65
2023408,Ahmed Salem,English,87
2023409,Ahmed Fathy,English,69
2023410,Hassan Gamal,English,80
2023411,Hassan Ibrahim,English,77
2023412,Omar Fathy,English,57
2023413,Omar Hassan,English,100
2023414,Yara Khaled,English,93
2023415,Fatma Fathy,English,88
2023416,Fatma Salem,English,80
2023417,Mona Nasser,English,100
2023418,Khaled Fathy,English,75
2023419,Fatma Salem,English,85
2023420,Omar Salem,English,78
2023421,Hassan Eid,English,90
2023422,Hassan Nasser,English,61
2023423,Hassan Hassan,English,58
2023424,Sara Eid,English,95
2023425,Yara Mohamed,English,88
2023426,Sara Hassan,English,76
2023427,Sara Khaled,English,79
2023428,Mona Ibrahim,English,89
2023429,Omar Eid,English,97
2023430,Yara Eid,English,87
2023431,Khaled Gamal,English,53
2023432,Mona Salem,English,66
2023433,Ali Ibrahim,English,100
2023434,Ali Salem,English,60
2023435,Khaled Ali,English,78
2023436,Nour Ibrahim,English,76
2023437,Nour Nasser,English,77
2023438,Ali Hassan,English,82
2023439,Fatma Ibrahim,English,84
2023440,Ahmed Khaled,English,57
2023441,Ali Hassan,English,75
2023442,Yara Fathy,English,96
2023443,Ali Eid,English,100
2023444,Ali Hassan,English,94
2023445,Hassan Fathy,English,72
2023446,Mona Ibrahim,English,68
2023447,Yara Eid,English,65
2023448,Hassan Hassan,English,86
2023449,Mona Ibrahim,English,100
2023450,Yara Mohamed,English,97
2023451,,English,110
2023452,Hassan Nasser,English,95
2023453,Omar Mohamed,English,78
2023454,Yara Mohamed,English,93
2023455,Ali Fathy,English,85
2023456,Omar Hassan,English,74
2023457,Sara Gamal,English,63
2023458,Khaled Salem,English,74
2023459,Hassan Ibrahim,English,47
2023460,Fatma Hassan,English,93
2023461,Fatma Hassan,English,59
2023462,Ahmed Fathy,English,85
2023463,Yara Nasser,English,99
2023464,Ali Ibrahim,English,86
2023465,Sara Gamal,English,100
2023466,Fatma Hassan,English,65
2023467,Yara Ali,English,100
2023468,Fatma Ibrahim,English,82
2023469,Omar Ali,English,100
2023470,Fatma Ali,English,75
2023471,Yara Salem,English,65
2023472,Hassan Gamal,English,88
2023473,Sara Ali,English,67
2023474,Khaled Mohamed,English,85
2023475,Ahmed Hassan,English,94
2023476,Sara Gamal,English,71
2023477,Fatma Salem,English,59
2023478,Ali Nasser,English,63
2023479,Omar Ibrahim,English,79
2023480,Ahmed Eid,English,100
2023481,Omar Fathy,English,85
2023482,Yara Ali,English,83
2023483,Omar Ali,English,100
2023484,Khaled Eid,English,64
2023485,Khaled Ibrahim,English,90
2023486,Fatma Ibrahim,English,82
2023487,Ali Fathy,English,82
2023488,Ahmed Fathy,English,72
2023489,Sara Fathy,English,96
2023490,Omar Ali,English,84
2023491,Fatma Gamal,English,74
2023492,Nour Ali,English,100
2023493,Omar Ali,English,89
2023494,Fatma Salem,English,97
2023495,Ahmed Salem,English,100
2023496,Fatma Khaled,English,78
2023497,Sara Mohamed,English,99
2023498,Ahmed Gamal,English,80
2023499,Khaled Eid,English,100
2023500,Hassan Mohamed,English,83
2023501,,English,-10
2023502,Omar Eid,English,76
2023503,Omar Ali,English,70
2023504,Khaled Hassan,English,59
2023505,Hassan Mohamed,English,93
2023506,Yara Hassan,English,81
2023507,Hassan Ali,English,100
2023508,Fatma Khaled,English,100
2023509,Ali Ibrahim,English,65
2023510,Fatma Ibrahim,English,69
2023511,Yara Hassan,English,78
2023512,Ahmed Fathy,English,100
2023513,Mona Ibrahim,English,87
2023514,Sara Eid,English,81
2023515,Ali Nasser,English,91
2023516,Fatma Fathy,English,71
2023517,Ahmed Salem,English,67
2023518,Sara Gamal,English,100
2023519,Fatma Eid,English,89
2023520,Yara Hassan,English,98
2023521,Yara Gamal,English,100
2023522,Hassan Nasser,English,95
2023523,Yara Fathy,English,68
2023524,Hassan Gamal,English,90
2023525,Mona Ali,English,62
2023526,Fatma Khaled,English,95
2023527,Mona Gamal,English,88
2023528,Yara Salem,English,87
2023529,Sara Khaled,English,81
2023530,Hassan Fathy,English,76
2023531,Ali Nasser,English,82
2023532,Omar Mohamed,English,81
2023533,Ahmed Mohamed,English,75
2023534,Hassan Nasser,English,80
2023535,Yara Eid,English,91
2023536,Khaled Ali,English,80
2023537,Ali Eid,English,64
2023538,Yara Gamal,English,77
2023539,Hassan Ibrahim,English,100
2023540,Omar Fathy,English,83
2023541,Mona Gamal,English,65
2023542,Omar Eid,English,72
2023543,Fatma Fathy,English,90
2023544,Khaled Mohamed,English,46
2023545,Omar Ali,English,88
2023546,Yara Mohamed,English,100
2023547,Hassan Eid,English,85
2023548,Hassan Salem,English,67
2023549,Ahmed Salem,English,84
2023550,Nour Nasser,English,73
2023551,,English,59
2023552,Ahmed Nasser,English,31
2023553,Mona Fathy,English,73
2023554,Sara Hassan,English,92
2023555,Ahmed Ibrahim,English,82
2023556,Nour Ibrahim,English,75
2023557,Ali Nasser,English,90
2023558,Hassan Gamal,English,100
2023559,Ali Nasser,English,73
2023560,Hassan Ibrahim,English,100
2023561,Ali Gamal,English,77
2023562,Nour Khaled,English,42
2023563,Ahmed Khaled,English,53
2023564,Ali Khaled,English,70
2023565,Khaled Gamal,English,67
2023566,Omar Ibrahim,English,91
2023567,Ali Nasser,English,70
2023568,Mona Mohamed,English,96
2023569,Hassan Hassan,English,70
2023570,Yara Mohamed,English,93
2023571,Omar Hassan,English,72
2023572,Yara Hassan,English,54
2023573,Mona Hassan,English,61
2023574,Hassan Eid,English,74
2023575,Ahmed Mohamed,English,60
2023576,Khaled Ali,English,82
2023577,Hassan Gamal,English,65
2023578,Omar Ali,English,84
2023579,Ali Eid,English,98
2023580,Mona Khaled,English,62
2023581,Nour Mohamed,English,86
2023582,Yara Hassan,English,67
2023583,Khaled Fathy,English,80
2023584,Khaled Mohamed,English,95
2023585,Omar Salem,English,88
2023586,Yara Nasser,English,89
2023587,Nour Salem,English,80
2023588,Yara Eid,English,91
2023589,Hassan Mohamed,English,66
2023590,Ahmed Ali,English,80
2023591,Omar Eid,English,81
2023592,Sara Gamal,English,68
2023593,Yara Fathy,English,100
2023594,Omar Khaled,English,71
2023595,Ahmed Mohamed,English,81
2023596,Mona Nasser,English,70
2023597,Sara Ali,English,74
2023598,Ahmed Nasser,English,50
2023599,Khaled Fathy,English,99
2023600,Omar Ibrahim,English,99
2023601,,English,110
2023602,Ali Hassan,English,85
2023603,Omar Ali,English,75
2023604,Nour Ali,English,100
2023605,Hassan Fathy,English,71
2023606,Ali Eid,English,82
2023607,Yara Salem,English,61
2023608,Omar Nasser,English,88
2023609,Fatma Ali,English,94
2023610,Yara Ibrahim,English,68
2023611,Ali Fathy,English,100
2023612,Yara Hassan,English,68
2023613,Nour Nasser,English,100
2023614,Hassan Ibrahim,English,86
2023615,Nour Mohamed,English,65
2023616,Omar Mohamed,English,97
2023617,Nour Ali,English,86
2023618,Ahmed Salem,English,74
2023619,Hassan Khaled,English,63
2023620,Fatma Salem,English,74
2023621,Khaled Eid,English,84
2023622,Yara Ali,English,79
2023623,Yara Salem,English,61
2023624,Mona Mohamed,English,92
2023625,Mona Fathy,English,80
2023626,Omar Ali,English,77
2023627,Nour Eid,English,100
2023628,Ahmed Mohamed,English,93
2023629,Yara Ibrahim,English,85
2023630,Ali Ibrahim,English,72
2023631,Sara Salem,English,62
2023632,Yara Fathy,English,94
2023633,Ahmed Ibrahim,English,64
2023634,Khaled Khaled,English,89
2023635,Mona Eid,English,100
2023636,Ahmed Ali,English,81
2023637,Mona Mohamed,English,75
2023638,Sara Ali,English,95
2023639,Nour Salem,English,61
2023640,Nour Hassan,English,85
2023641,Ali Nasser,English,65
2023642,Sara Ibrahim,English,75
2023643,Yara Salem,English,64
2023644,Fatma Gamal,English,47
2023645,Mona Salem,English,97
2023646,Ahmed Eid,English,62
2023647,Ali Ibrahim,English,100
2023648,Khaled Gamal,English,98
2023649,Sara Salem,English,28
2023650,Sara Mohamed,English,72
2023651,,English,73
2023652,Mona Mohamed,English,84
2023653,Ali Salem,English,82
2023654,Hassan Mohamed,English,42
2023655,Hassan Eid,English,67
2023656,Khaled Ibrahim,English,77
2023657,Ali Eid,English,100
2023658,Ali Salem,English,78
2023659,Mona Salem,English,100
2023660,Mona Ibrahim,English,62
2023661,Sara Khaled,English,98
2023662,Omar Khaled,English,83
2023663,Ali Eid,English,100
2023664,Khaled Salem,English,89
2023665,Hassan Ali,English,69
2023666,Nour Eid,English,88
2023667,Hassan Ibrahim,English,73
2023668,Ali Gamal,English,76
2023669,Yara Nasser,English,56
2023670,Khaled Mohamed,English,66
2023671,Yara Ali,English,98
2023672,Fatma Nasser,English,100
2023673,Ali Mohamed,English,73
2023674,Nour Eid,English,100
2023675,Omar Nasser,English,71
2023676,Khaled Ali,English,78
2023677,Khaled Khaled,English,97
2023678,Sara Hassan,English,79
2023679,Khaled Ibrahim,English,84
2023680,Ahmed Nasser,English,42
2023681,Ahmed Khaled,English,100
2023682,Nour Gamal,English,62
2023683,Hassan Salem,English,80
2023684,Yara Ali,English,92
2023685,Khaled Ibrahim,English,62
2023686,Yara Fathy,English,84
2023687,Mona Ali,English,79
2023688,Hassan Salem,English,80
2023689,Ali Fathy,English,94
2023690,Sara Nasser,English,100
2023691,Sara Hassan,English,64
2023692,Mona Hassan,English,54
2023693,Ali Hassan,English,77
2023694,Sara Nasser,English,67
2023695,Fatma Hassan,English,88
2023696,Sara Khaled,English,96
2023697,Ahmed Fathy,English,78
2023698,Yara Nasser,English,50
2023699,Yara Ali,English,82
2023700,Hassan Ali,English,54
2023701,,English,-10
2023702,Omar Mohamed,English,77
2023703,Yara Hassan,English,90
2023704,Omar Ibrahim,English,100
2023705,Hassan Fathy,English,80
2023706,Sara Mohamed,English,100
2023707,Ali Khaled,English,69
2023708,Ali Nasser,English,72
2023709,Ahmed Fathy,English,87
2023710,Ahmed Khaled,English,62
2023711,Ali Gamal,English,62
2023712,Sara Ali,English,87
2023713,Mona Fathy,English,100
2023714,Fatma Khaled,English,92
2023715,Hassan Hassan,English,90
2023716,Nour Eid,English,89
2023717,Sara Ibrahim,English,73
2023718,Ali Fathy,English,66
2023719,Ahmed Fathy,English,84
2023720,Mona Ibrahim,English,47
2023721,Yara Eid,English,61
2023722,Mona Ali,English,92
2023723,Ali Khaled,English,66
2023724,Fatma Salem,English,74
2023725,Hassan Hassan,English,71
2023726,Hassan Mohamed,English,57
2023727,Yara Hassan,English,100
2023728,Mona Ali,English,81
2023729,Ali Gamal,English,76
2023730,Sara Nasser,English,67
2023731,Khaled Ali,English,77
2023732,Omar Hassan,English,78
2023733,Sara Eid,English,81
2023734,Fatma Hassan,English,81
2023735,Sara Ibrahim,English,99
2023736,Nour Ibrahim,English,96
2023737,Yara Nasser,English,83
2023738,Yara Nasser,English,64
2023739,Ahmed Gamal,English,57
2023740,Yara Gamal,English,59
2023741,Yara Fathy,English,48
2023742,Khaled Salem,English,100
2023743,Fatma Nasser,English,82
2023744,Mona Nasser,English,59
2023745,Omar Hassan,English,68
2023746,Omar Hassan,English,78
2023747,Yara Ali,English,95
2023748,Khaled Eid,English,70
2023749,Sara Nasser,English,86
2023750,Fatma Eid,English,99
2023751,,English,110
2023752,Hassan Khaled,English,70
2023753,Fatma Mohamed,English,100
2023754,Hassan Ibrahim,English,91
2023755,Yara Nasser,English,91
2023756,Ali Salem,English,78
2023757,Sara Ibrahim,English,100
2023758,Sara Khaled,English,63
2023759,Omar Ibrahim,English,75
2023760,Ali Salem,English,76
2023761,Yara Khaled,English,64
2023762,Yara Ali,English,88
2023763,Ali Eid,English,70
2023764,Fatma Gamal,English,71
2023765,Omar Eid,English,100
2023766,Hassan Gamal,English,100
2023767,Khaled Salem,English,66
2023768,Sara Salem,English,49
2023769,Hassan Khaled,English,96
2023770,Omar Gamal,English,84
2023771,Fatma Salem,English,100
2023772,Sara Mohamed,English,67
2023773,Mona Eid,English,73
2023774,Mona Ali,English,100
2023775,Omar Hassan,English,41
2023776,Khaled Eid,English,90
2023777,Ali Eid,English,85
2023778,Sara Khaled,English,78
2023779,Khaled Eid,English,62
2023780,Ali Hassan,English,74
2023781,Hassan Eid,English,86
2023782,Nour Gamal,English,82
2023783,Nour Eid,English,49
2023784,Sara Mohamed,English,83
2023785,Ahmed Gamal,English,81
2023786,Ahmed Salem,English,72
2023787,Yara Hassan,English,84
2023788,Mona Mohamed,English,89
2023789,Hassan Fathy,English,64
2023790,Omar Eid,English,68
2023791,Ali Fathy,English,68
2023792,Yara Hassan,English,55
2023793,Mona Ibrahim,English,73
2023794,Sara Ibrahim,English,77
2023795,Ahmed Salem,English,81
2023796,Fatma Ali,English,87
2023797,Ali Hassan,English,97
2023798,Ali Khaled,English,70
2023799,Yara Nasser,English,86
2023800,Sara Gamal,English,81
2023801,,English,-10
2023802,Hassan Gamal,English,64
2023803,Ahmed Fathy,English,79
2023804,Nour Eid,English,61
2023805,Nour Fathy,English,73
2023806,Omar Nasser,English,79
2023807,Hassan Eid,English,72
2023808,Fatma Nasser,English,84
2023809,Khaled Khaled,English,93
2023810,Khaled Fathy,English,72
2023811,Ali Hassan,English,53
2023812,Ahmed Salem,English,97
2023813,Nour Eid,English,79
2023814,Hassan Ali,English,58
2023815,Hassan Fathy,English,93
2023816,Khaled Hassan,English,89
2023817,Fatma Ibrahim,English,86
2023818,Ali Mohamed,English,85
2023819,Ali Gamal,English,80
2023820,Sara Mohamed,English,86
2023821,Nour Fathy,English,85
2023822,Mona Ibrahim,English,100
2023823,Omar Ibrahim,English,83
2023824,Omar Hassan,English,64
2023825,Ahmed Mohamed,English,51
2023826,Omar Ali,English,66
2023827,Ahmed Hassan,English,70
2023828,Nour Eid,English,84
2023829,Yara Khaled,English,99
2023830,Khaled Fathy,English,94
2023831,Khaled Khaled,English,98
2023832,Fatma Gamal,English,74
2023833,Nour Nasser,English,76
2023834,Sara Eid,English,78
2023835,Sara Ali,English,100
2023836,Mona Fathy,English,100
2023837,Ahmed Hassan,English,95
2023838,Nour Gamal,English,48
2023839,Sara Fathy,English,79
2023840,Khaled Salem,English,91
2023841,Ali Hassan,English,91
2023842,Mona Gamal,English,100
2023843,Sara Ibrahim,English,78
2023844,Ali Ali,English,82
2023845,Omar Fathy,English,75
2023846,Mona Salem,English,93
2023847,Yara Nasser,English,79
2023848,Yara Hassan,English,83
2023849,Hassan Gamal,English,75
2023850,Sara Khaled,English,63
2023851,,English,75
2023852,Mona Fathy,English,100
2023853,Omar Hassan,English,75
2023854,Ali Salem,English,69
